90,90
102,81
116,74
129,70
139,65
143,61
147,60
152,55
154,55
169,40
173,32
176,30
180,23
181,17
185,12
187,3
188,1
190,1
190,6
194,8
198,13
200,13
202,16
210,20
213,24
217,25
221,29
226,30
228,33
231,33
236,38
241,39
242,41
253,47
255,50
259,51
262,56
266,57
268,61
275,64
275,66
291,80
298,94
305,119
308,136
308,159
305,178
303,181
301,192
296,203
296,206
294,208
293,214
291,216
291,219
289,221
288,227
286,229
274,265
268,292
266,311
259,333
259,337
257,340
255,352
247,376
234,402
229,406
223,406
219,404
214,397
212,388
213,367
216,346
220,334
223,301
223,293
217,293
198,332
196,333
195,338
193,339
186,355
184,356
179,365
175,379
165,396
165,399
158,411
153,429
149,436
147,437
147,439
141,445
139,445
136,448
132,448
128,452
121,451
115,444
115,432
117,425
116,422
115,427
108,441
106,442
103,450
92,463
92,465
85,470
79,470
78,468
74,467
71,464
67,456
67,446
71,433
72,423
67,427
55,425
52,422
49,415
48,402
50,377
56,338
58,333
61,312
66,292
68,289
70,276
72,273
77,245
80,214
86,192
76,201
73,210
73,215
68,225
36,257
20,264
9,263
3,259
1,250
5,242
11,235
11,233
17,227
24,213
29,197
32,179
37,170
37,167
39,166
41,161
48,155
48,153
54,147
56,142
59,140
63,131
70,123
81,101
