0,0
577,0
578,2
571,6
570,8
568,8
567,10
541,23
540,25
529,30
528,32
521,35
517,39
513,40
509,44
505,45
501,49
497,50
493,54
489,55
488,57
480,61
478,64
470,68
468,71
464,72
461,77
459,77
447,89
445,89
445,91
441,93
439,98
435,101
435,103
431,106
427,113
422,117
422,119
416,124
416,126
399,142
399,144
390,153
390,155
380,168
374,182
372,183
353,221
351,222
345,233
330,248
323,252
306,256
271,257
260,255
257,253
252,253
250,251
245,250
244,248
240,247
239,245
235,244
234,242
223,236
221,233
219,233
217,230
211,227
206,221
204,221
183,199
183,197
177,191
177,189
172,184
170,179
166,176
166,174
156,163
156,161
151,157
151,155
140,144
140,142
89,91
87,91
77,81
76,78
73,77
71,72
66,70
64,67
59,65
57,62
52,60
46,54
41,52
39,49
37,49
35,46
30,44
28,41
26,41
13,31
0,25
