72,72
109,83
133,84
150,88
205,119
227,126
244,134
245,136
253,140
257,145
263,146
265,148
282,152
318,156
333,161
337,164
344,164
352,167
361,167
364,169
373,169
381,173
387,173
394,176
403,176
405,179
416,181
417,183
434,186
440,192
444,193
452,203
458,215
461,229
463,232
465,247
467,251
467,265
461,283
459,284
457,289
451,294
451,296
435,311
426,315
423,318
405,323
375,323
354,318
338,317
333,315
298,314
282,316
257,322
244,323
234,326
200,328
180,326
154,320
137,314
121,306
119,303
115,302
112,298
110,298
103,291
101,291
88,278
88,276
86,275
86,273
84,272
79,263
78,257
61,258
53,267
42,272
30,272
25,270
22,267
19,260
20,247
22,244
24,234
10,228
6,224
2,215
2,206
4,200
8,195
9,191
11,190
11,188
7,185
3,177
3,162
6,155
11,150
23,145
24,136
27,130
31,127
31,125
45,118
45,114
43,111
43,92
48,80
57,73
