31,31
46,31
48,29
54,28
55,26
58,26
59,23
80,18
84,15
87,15
91,11
102,10
120,2
136,1
157,6
172,14
173,16
177,17
178,19
182,20
183,22
187,23
189,26
191,26
199,33
201,33
204,37
206,37
222,55
223,59
225,60
228,67
232,70
232,72
247,87
250,93
254,96
254,98
258,101
258,103
262,106
262,108
273,120
279,134
282,152
288,173
292,181
294,182
294,184
296,185
296,187
298,188
298,190
308,203
308,208
306,212
298,215
284,215
272,210
243,182
234,156
232,155
231,152
229,152
226,148
222,146
231,179
238,231
251,282
262,355
262,365
259,372
255,376
251,377
250,379
242,379
237,377
243,394
243,403
240,411
235,413
234,415
225,416
212,409
204,400
197,384
194,393
188,399
181,399
179,397
176,397
167,390
167,388
159,379
153,366
145,356
131,325
125,318
118,304
116,303
109,289
105,276
102,272
102,269
100,267
99,261
97,259
91,242
84,242
83,247
88,276
97,313
100,343
97,352
90,355
83,355
79,353
73,346
67,334
67,331
65,329
58,309
52,284
45,264
42,248
39,242
34,217
27,202
27,199
25,197
24,191
22,189
20,180
18,178
6,142
1,117
1,90
7,68
13,56
20,34
25,33
27,31
