0,0
24,5
30,8
38,9
41,11
61,16
65,19
78,23
82,26
85,26
91,30
94,30
106,36
107,38
111,39
112,41
116,42
124,49
126,49
130,54
132,54
152,74
152,76
159,83
159,85
165,91
171,103
173,104
183,125
186,137
191,148
196,169
199,175
207,212
208,230
208,320
210,394
224,500
233,547
236,554
236,559
245,587
245,591
248,596
248,600
267,657
271,663
271,666
273,668
279,686
282,690
282,693
285,697
291,715
297,725
297,728
315,764
315,767
331,797
331,800
337,810
337,813
340,817
344,829
344,834
352,865
354,884
360,913
361,928
366,951
376,1029
390,1099
399,1135
401,1138
401,1142
404,1148
404,1152
408,1161
408,1165
411,1171
415,1187
417,1189
427,1222
429,1224
441,1261
443,1263
450,1287
452,1289
462,1319
472,1341
471,1347
460,1349
457,1352
454,1352
446,1357
442,1357
427,1362
425,1364
416,1366
412,1369
407,1370
406,1372
396,1374
395,1376
386,1378
382,1381
369,1382
358,1385
341,1386
336,1376
334,1375
330,1363
319,1341
317,1340
306,1315
304,1314
300,1304
298,1303
295,1297
295,1294
284,1273
284,1270
281,1267
268,1241
268,1238
260,1224
260,1221
256,1215
253,1205
245,1190
236,1164
227,1147
215,1113
209,1102
202,1081
199,1077
197,1069
194,1065
194,1062
192,1060
192,1057
190,1055
190,1052
188,1050
188,1047
186,1045
186,1042
184,1040
184,1037
182,1035
182,1032
180,1030
180,1027
177,1023
174,1012
166,995
155,961
148,946
140,918
138,916
137,910
132,900
120,849
117,820
109,777
108,763
97,717
84,680
82,668
73,644
67,619
56,590
54,577
43,547
39,525
37,524
34,518
34,510
33,505
31,503
29,489
26,485
24,473
19,463
19,458
17,457
15,444
12,436
12,365
11,343
9,338
9,211
11,200
11,150
9,140
7,94
5,88
3,65
0,55
