157,157
170,153
172,151
181,150
184,147
194,146
199,143
205,143
209,139
222,136
225,133
230,132
236,128
239,128
240,126
243,126
246,123
269,116
319,88
335,84
359,83
395,72
409,72
416,75
421,80
425,87
427,104
424,117
436,123
442,129
446,137
447,145
458,150
465,159
467,167
466,177
462,185
458,188
458,190
460,191
461,195
465,200
467,206
467,215
463,224
459,228
447,233
450,260
447,267
444,270
439,272
427,272
416,267
408,258
391,257
390,263
386,271
381,276
381,278
358,299
356,299
354,302
344,307
343,309
340,309
332,314
304,323
282,327
254,328
212,322
181,315
145,314
112,320
105,320
94,323
74,324
51,320
37,313
31,307
29,307
18,296
18,294
12,289
12,287
8,283
2,265
2,251
4,247
5,236
10,222
10,218
17,203
27,190
28,186
31,183
37,184
57,176
63,176
67,173
83,172
92,169
97,169
106,165
125,164
128,162
136,162
