209,209
211,209
211,207
214,206
215,201
219,199
219,197
226,190
227,186
233,181
236,175
245,167
247,161
252,155
258,153
260,149
264,148
266,144
270,142
272,138
275,137
281,129
285,128
285,126
289,124
290,121
301,110
303,110
303,108
308,102
310,102
314,97
318,95
320,90
322,90
324,87
327,87
327,84
335,81
343,71
351,68
354,64
365,58
374,50
381,48
386,41
390,40
392,37
398,34
404,28
405,24
411,22
415,18
415,16
420,10
420,7
425,3
426,0
429,7
429,17
436,51
437,64
446,109
449,117
450,127
455,143
458,160
461,167
461,172
466,188
469,205
471,208
472,217
476,225
479,242
488,273
503,367
512,399
514,415
518,427
520,443
522,448
522,455
524,461
527,489
532,516
542,607
548,728
548,809
542,906
544,929
548,946
550,965
554,984
558,995
564,1031
570,1091
568,1131
572,1141
578,1168
580,1170
580,1174
582,1176
582,1180
588,1196
596,1242
603,1264
603,1268
606,1274
606,1278
608,1281
608,1285
610,1288
611,1296
613,1299
616,1316
630,1360
632,1362
632,1366
638,1379
657,1436
657,1440
666,1467
669,1483
671,1486
671,1491
681,1529
694,1594
704,1660
707,1670
719,1741
728,1804
728,1813
741,1895
747,1919
748,1930
751,1938
752,1948
754,1951
754,1956
758,1968
758,1973
767,2009
769,2012
770,2021
772,2024
773,2033
775,2036
775,2041
777,2043
777,2048
782,2061
782,2065
784,2067
784,2071
786,2073
787,2079
793,2091
796,2102
803,2116
808,2122
810,2128
816,2135
818,2141
821,2143
822,2146
824,2146
824,2149
818,2150
821,2152
791,2152
790,2154
768,2157
763,2159
756,2159
755,2161
740,2161
729,2164
717,2164
704,2169
689,2170
677,2177
660,2179
649,2184
637,2185
637,2187
631,2188
630,2193
628,2192
628,2189
625,2190
623,2195
618,2197
617,2201
614,2202
611,2211
607,2211
606,2209
607,2182
617,2161
619,2160
624,2149
626,2148
629,2135
622,2098
608,2054
572,1978
570,1977
567,1969
562,1963
554,1947
552,1946
547,1936
545,1935
545,1933
543,1932
543,1930
541,1929
541,1927
539,1926
539,1924
537,1923
537,1921
535,1920
535,1918
523,1902
523,1900
520,1898
516,1890
513,1888
513,1886
508,1881
506,1876
503,1874
501,1869
498,1867
496,1862
493,1860
493,1858
487,1852
487,1850
482,1845
480,1840
477,1838
475,1833
472,1831
470,1826
467,1824
466,1820
463,1818
463,1816
461,1815
461,1813
459,1812
459,1810
457,1809
457,1807
455,1806
455,1804
443,1788
442,1784
436,1777
429,1763
427,1762
397,1701
397,1698
388,1679
375,1641
357,1568
357,1562
346,1507
341,1465
337,1445
331,1378
330,1246
326,1198
320,1162
317,1156
315,1155
314,1151
312,1150
306,1138
302,1125
300,1123
290,1084
284,1051
282,1048
279,1032
276,1025
276,1020
272,1008
267,999
267,996
265,994
262,983
260,981
260,978
258,976
258,973
255,969
250,953
248,951
247,945
242,936
242,933
239,929
239,926
234,918
234,915
228,905
228,902
222,892
222,889
212,869
210,868
170,788
168,787
163,775
161,774
126,704
123,694
118,686
118,683
112,673
112,670
105,656
100,641
100,637
98,635
98,631
92,613
90,611
88,601
86,599
76,545
73,537
72,528
70,525
64,489
63,464
54,427
53,424
50,425
52,419
53,417
57,416
58,411
63,410
64,407
66,407
70,402
73,401
77,394
78,386
81,386
83,380
85,380
87,377
87,373
93,368
95,362
100,357
103,345
108,342
110,337
112,337
114,329
117,327
117,324
119,324
119,321
121,321
124,317
124,314
126,314
132,308
135,301
140,298
142,291
146,288
148,284
148,281
153,278
156,272
160,271
162,267
167,265
169,259
171,259
172,256
174,255
176,248
180,246
181,242
187,239
193,227
201,220
201,217
203,215
206,215
208,213
