118,118
127,102
130,100
130,98
133,96
136,90
140,87
140,85
145,81
145,79
157,68
157,66
163,60
165,60
173,51
175,51
183,43
198,35
199,33
203,32
204,30
231,17
267,5
294,0
315,0
340,4
343,6
356,9
362,13
365,13
379,22
384,22
393,19
410,19
422,22
442,32
443,34
446,34
463,42
464,44
474,49
476,52
481,54
485,59
487,59
508,80
508,82
512,85
512,87
515,89
517,94
522,99
529,114
531,115
541,137
542,143
544,145
550,163
556,194
556,230
554,240
555,266
560,284
565,294
567,295
569,301
571,302
571,305
574,310
576,333
573,348
565,367
563,368
556,382
545,394
545,396
535,405
535,407
520,421
518,421
517,423
515,423
514,425
510,426
505,430
487,435
476,434
473,447
470,451
470,454
465,464
463,465
459,473
458,479
457,558
461,584
469,611
474,621
476,622
477,626
479,627
485,638
503,656
505,656
512,663
514,663
516,666
523,669
524,671
528,672
529,674
571,695
574,695
588,702
597,704
599,706
638,719
642,719
643,735
1,735
1,733
31,724
35,721
49,718
51,716
62,713
68,709
76,707
80,704
88,702
98,696
101,696
131,680
144,669
159,661
170,651
170,649
173,647
173,645
176,643
176,641
179,639
179,637
185,630
193,614
201,586
201,567
204,553
206,531
205,480
201,476
200,472
198,471
197,467
195,466
190,456
183,435
175,432
146,432
135,427
127,419
121,403
119,403
107,390
99,386
90,377
90,375
87,373
87,371
81,364
74,349
70,333
69,299
64,312
62,328
63,339
65,344
57,335
50,316
49,293
56,265
68,240
70,239
74,230
76,229
76,227
82,220
83,216
87,212
96,195
101,178
106,149
