x,y
171,985
194,985
196,991
196,999
190,1016
189,1042
184,1052
184,1056
182,1058
182,1082
180,1085
180,1092
178,1093
178,1097
175,1101
159,1101
145,1093
145,1091
143,1091
141,1087
139,1087
139,1084
137,1083
137,1064
139,1063
139,1060
141,1060
141,1057
145,1054
145,1052
153,1045
165,1023
167,1013
169,1012
169,1004
171,1002
